"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE22 South Sweden","4 manual workers private sector","011 Commissioned armed forces officers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","011 Commissioned armed forces officers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","021 Non-commissioned armed forces officers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","021 Non-commissioned armed forces officers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","031 Armed forces occupations, other ranks","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","031 Armed forces occupations, other ranks","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","111 Legislators and senior officials","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","111 Legislators and senior officials","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","112 Managing directors and chief executives","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","112 Managing directors and chief executives","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","121 Finance managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","121 Finance managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","122 Human resource managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","122 Human resource managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","123 Administration and planning managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","123 Administration and planning managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","124 Information, communication and public relations managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","124 Information, communication and public relations managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","125 Sales and marketing managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","125 Sales and marketing managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","129 Administration and service managers not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","129 Administration and service managers not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","131 Information and communications technology service managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","131 Information and communications technology service managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","132 Supply, logistics and transport managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","132 Supply, logistics and transport managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","133 Research and development managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","133 Research and development managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","134 Architectural and engineering managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","134 Architectural and engineering managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","135 Real estate and head of administration manager","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","135 Real estate and head of administration manager","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","136 Production managers in construction and mining","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","136 Production managers in construction and mining","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","137 Production managers in manufacturing","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","137 Production managers in manufacturing","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","138 Forestry and agricultural production managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","138 Forestry and agricultural production managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","141 Primary and secondary schools and adult education managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","141 Primary and secondary schools and adult education managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","142 Preschool managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","142 Preschool managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","149 Education managers not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","149 Education managers not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","151 Health care managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","151 Health care managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","152 Managers in social and curative care","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","152 Managers in social and curative care","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","153 Elderly care managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","153 Elderly care managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","154 Managers and leaders within religious bodies","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","154 Managers and leaders within religious bodies","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","159 Other social services managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","159 Other social services managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","161 Financial and insurance managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","161 Financial and insurance managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","171 Hotel and conference managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","171 Hotel and conference managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","172 Restaurant managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","172 Restaurant managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","173 Retail and wholesale trade managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","173 Retail and wholesale trade managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","174 Sports, leisure and wellness managers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","174 Sports, leisure and wellness managers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","179 Other services managers not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","179 Other services managers not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","211 Physicists and chemists","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","211 Physicists and chemists","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","212 Mathematicians, actuaries and statisticians","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","212 Mathematicians, actuaries and statisticians","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","214 Engineering professionals","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","214 Engineering professionals","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","216 Architects and surveyors","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","216 Architects and surveyors","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","217 Designers","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","217 Designers","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","218 Specialists within environmental and health protection","men",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","218 Specialists within environmental and health protection","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","221 Medical doctors","men",..,..,..,..
