"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","513 Waiters and bartenders","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","men","upper secondary education 3 years (ISCED97 3A)",3800,..,..,..,5800
"0 all sectors","513 Waiters and bartenders","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,1900
"0 all sectors","513 Waiters and bartenders","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,1000,..
"0 all sectors","513 Waiters and bartenders","women","upper secondary education 3 years (ISCED97 3A)",7900,8400,..,9000,9800
"0 all sectors","513 Waiters and bartenders","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,1800,3300
"0 all sectors","513 Waiters and bartenders","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","upper secondary education, 2 years or less (ISCED97 3C)",800,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","upper secondary education 3 years (ISCED97 3A)",4900,5300,5200,5800,5600
"0 all sectors","514 Hairdressers, beauty and body therapists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","515 Building caretakers and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",1100,..,920,..,..
"0 all sectors","515 Building caretakers and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",7000,7200,7100,6700,6400
"0 all sectors","515 Building caretakers and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",14900,16100,13900,14100,13400
"0 all sectors","515 Building caretakers and related workers","men","upper secondary education 3 years (ISCED97 3A)",8400,8400,8600,8500,8600
"0 all sectors","515 Building caretakers and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",3200,2700,3100,2900,3200
"0 all sectors","515 Building caretakers and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",870,880,890,..,1100
"0 all sectors","515 Building caretakers and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","515 Building caretakers and related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","515 Building caretakers and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",120,..,..,..,..
"0 all sectors","515 Building caretakers and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",1000,830,1200,1000,760
"0 all sectors","515 Building caretakers and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",2300,2500,2300,1700,1700
"0 all sectors","515 Building caretakers and related workers","women","upper secondary education 3 years (ISCED97 3A)",2100,2600,2500,2800,3200
"0 all sectors","515 Building caretakers and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",560,700,..,900,920
"0 all sectors","515 Building caretakers and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,390,440,..,..
"0 all sectors","515 Building caretakers and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","515 Building caretakers and related workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","516 Other service related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","516 Other service related workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","516 Other service related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",250,410,610,..,..
"0 all sectors","516 Other service related workers","men","upper secondary education 3 years (ISCED97 3A)",330,..,600,560,..
"0 all sectors","516 Other service related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",140,220,..,..,..
"0 all sectors","516 Other service related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,130,..,..,..
"0 all sectors","516 Other service related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","516 Other service related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","516 Other service related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","516 Other service related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","516 Other service related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",300,330,..,..,..
"0 all sectors","516 Other service related workers","women","upper secondary education 3 years (ISCED97 3A)",..,550,690,440,..
"0 all sectors","516 Other service related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,420,240,..,350
"0 all sectors","516 Other service related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","516 Other service related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","516 Other service related workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","522 Shop staff","men","primary and secondary education less than 9 years (ISCED97 1)",510,..,..,..,..
"0 all sectors","522 Shop staff","men","primary and secondary education 9-10 years (ISCED97 2)",9700,9500,8400,8600,8600
"0 all sectors","522 Shop staff","men","upper secondary education, 2 years or less (ISCED97 3C)",14200,12700,14400,14300,13800
"0 all sectors","522 Shop staff","men","upper secondary education 3 years (ISCED97 3A)",33900,33800,33500,34500,37900
"0 all sectors","522 Shop staff","men","post-secondary education, less than 3 years (ISCED97 4+5B)",7400,7700,9400,9300,10300
"0 all sectors","522 Shop staff","men","post-secondary education 3 years or more (ISCED97 5A)",4100,3300,4300,..,4200
"0 all sectors","522 Shop staff","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","522 Shop staff","men","no information about level of educational attainment",..,200,280,..,..
"0 all sectors","522 Shop staff","women","primary and secondary education less than 9 years (ISCED97 1)",..,620,560,410,460
"0 all sectors","522 Shop staff","women","primary and secondary education 9-10 years (ISCED97 2)",16600,15800,13700,13400,14000
"0 all sectors","522 Shop staff","women","upper secondary education, 2 years or less (ISCED97 3C)",24900,28500,25200,26900,24000
"0 all sectors","522 Shop staff","women","upper secondary education 3 years (ISCED97 3A)",63700,67200,74600,66000,74800
"0 all sectors","522 Shop staff","women","post-secondary education, less than 3 years (ISCED97 4+5B)",16800,17000,22400,21700,20600
"0 all sectors","522 Shop staff","women","post-secondary education 3 years or more (ISCED97 5A)",6700,8200,7900,8500,9700
"0 all sectors","522 Shop staff","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","522 Shop staff","women","no information about level of educational attainment",..,190,..,..,360
"0 all sectors","523 Cashiers and related clerks","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
