"region","occupation (SSYK 2012)","age","sex","2017"
"SE08 Upper Norrland","221 Medical doctors","40-44 years","men",155
"SE08 Upper Norrland","221 Medical doctors","40-44 years","women",180
"SE08 Upper Norrland","221 Medical doctors","45-49 years","men",142
"SE08 Upper Norrland","221 Medical doctors","45-49 years","women",136
"SE08 Upper Norrland","221 Medical doctors","50-54 years","men",110
"SE08 Upper Norrland","221 Medical doctors","50-54 years","women",116
"SE08 Upper Norrland","221 Medical doctors","55-59 years","men",115
"SE08 Upper Norrland","221 Medical doctors","55-59 years","women",102
"SE08 Upper Norrland","221 Medical doctors","60-64 years","men",132
"SE08 Upper Norrland","221 Medical doctors","60-64 years","women",85
"SE08 Upper Norrland","222 Nursing professionals","16-24 years","men",14
"SE08 Upper Norrland","222 Nursing professionals","16-24 years","women",140
"SE08 Upper Norrland","222 Nursing professionals","25-29 years","men",78
"SE08 Upper Norrland","222 Nursing professionals","25-29 years","women",572
"SE08 Upper Norrland","222 Nursing professionals","30-34 years","men",105
"SE08 Upper Norrland","222 Nursing professionals","30-34 years","women",649
"SE08 Upper Norrland","222 Nursing professionals","35-39 years","men",118
"SE08 Upper Norrland","222 Nursing professionals","35-39 years","women",557
"SE08 Upper Norrland","222 Nursing professionals","40-44 years","men",92
"SE08 Upper Norrland","222 Nursing professionals","40-44 years","women",500
"SE08 Upper Norrland","222 Nursing professionals","45-49 years","men",74
"SE08 Upper Norrland","222 Nursing professionals","45-49 years","women",486
"SE08 Upper Norrland","222 Nursing professionals","50-54 years","men",76
"SE08 Upper Norrland","222 Nursing professionals","50-54 years","women",556
"SE08 Upper Norrland","222 Nursing professionals","55-59 years","men",50
"SE08 Upper Norrland","222 Nursing professionals","55-59 years","women",471
"SE08 Upper Norrland","222 Nursing professionals","60-64 years","men",57
"SE08 Upper Norrland","222 Nursing professionals","60-64 years","women",529
"SE08 Upper Norrland","223 Nursing professionals (cont.)","16-24 years","men",1
"SE08 Upper Norrland","223 Nursing professionals (cont.)","16-24 years","women",3
"SE08 Upper Norrland","223 Nursing professionals (cont.)","25-29 years","men",12
"SE08 Upper Norrland","223 Nursing professionals (cont.)","25-29 years","women",66
"SE08 Upper Norrland","223 Nursing professionals (cont.)","30-34 years","men",19
"SE08 Upper Norrland","223 Nursing professionals (cont.)","30-34 years","women",114
"SE08 Upper Norrland","223 Nursing professionals (cont.)","35-39 years","men",14
"SE08 Upper Norrland","223 Nursing professionals (cont.)","35-39 years","women",156
"SE08 Upper Norrland","223 Nursing professionals (cont.)","40-44 years","men",18
"SE08 Upper Norrland","223 Nursing professionals (cont.)","40-44 years","women",174
"SE08 Upper Norrland","223 Nursing professionals (cont.)","45-49 years","men",20
"SE08 Upper Norrland","223 Nursing professionals (cont.)","45-49 years","women",177
"SE08 Upper Norrland","223 Nursing professionals (cont.)","50-54 years","men",20
"SE08 Upper Norrland","223 Nursing professionals (cont.)","50-54 years","women",203
"SE08 Upper Norrland","223 Nursing professionals (cont.)","55-59 years","men",14
"SE08 Upper Norrland","223 Nursing professionals (cont.)","55-59 years","women",189
"SE08 Upper Norrland","223 Nursing professionals (cont.)","60-64 years","men",26
"SE08 Upper Norrland","223 Nursing professionals (cont.)","60-64 years","women",193
"SE08 Upper Norrland","224 Psychologists and psychotherapists","16-24 years","men",0
"SE08 Upper Norrland","224 Psychologists and psychotherapists","16-24 years","women",1
"SE08 Upper Norrland","224 Psychologists and psychotherapists","25-29 years","men",7
"SE08 Upper Norrland","224 Psychologists and psychotherapists","25-29 years","women",27
"SE08 Upper Norrland","224 Psychologists and psychotherapists","30-34 years","men",21
"SE08 Upper Norrland","224 Psychologists and psychotherapists","30-34 years","women",57
"SE08 Upper Norrland","224 Psychologists and psychotherapists","35-39 years","men",20
"SE08 Upper Norrland","224 Psychologists and psychotherapists","35-39 years","women",50
"SE08 Upper Norrland","224 Psychologists and psychotherapists","40-44 years","men",14
"SE08 Upper Norrland","224 Psychologists and psychotherapists","40-44 years","women",50
"SE08 Upper Norrland","224 Psychologists and psychotherapists","45-49 years","men",12
"SE08 Upper Norrland","224 Psychologists and psychotherapists","45-49 years","women",27
"SE08 Upper Norrland","224 Psychologists and psychotherapists","50-54 years","men",12
"SE08 Upper Norrland","224 Psychologists and psychotherapists","50-54 years","women",31
"SE08 Upper Norrland","224 Psychologists and psychotherapists","55-59 years","men",13
"SE08 Upper Norrland","224 Psychologists and psychotherapists","55-59 years","women",36
"SE08 Upper Norrland","224 Psychologists and psychotherapists","60-64 years","men",16
"SE08 Upper Norrland","224 Psychologists and psychotherapists","60-64 years","women",41
"SE08 Upper Norrland","225 Veterinarians","16-24 years","men",0
"SE08 Upper Norrland","225 Veterinarians","16-24 years","women",0
"SE08 Upper Norrland","225 Veterinarians","25-29 years","men",2
"SE08 Upper Norrland","225 Veterinarians","25-29 years","women",14
"SE08 Upper Norrland","225 Veterinarians","30-34 years","men",2
"SE08 Upper Norrland","225 Veterinarians","30-34 years","women",24
"SE08 Upper Norrland","225 Veterinarians","35-39 years","men",3
"SE08 Upper Norrland","225 Veterinarians","35-39 years","women",13
"SE08 Upper Norrland","225 Veterinarians","40-44 years","men",2
"SE08 Upper Norrland","225 Veterinarians","40-44 years","women",10
"SE08 Upper Norrland","225 Veterinarians","45-49 years","men",4
"SE08 Upper Norrland","225 Veterinarians","45-49 years","women",11
"SE08 Upper Norrland","225 Veterinarians","50-54 years","men",7
"SE08 Upper Norrland","225 Veterinarians","50-54 years","women",5
"SE08 Upper Norrland","225 Veterinarians","55-59 years","men",4
"SE08 Upper Norrland","225 Veterinarians","55-59 years","women",5
"SE08 Upper Norrland","225 Veterinarians","60-64 years","men",1
"SE08 Upper Norrland","225 Veterinarians","60-64 years","women",6
"SE08 Upper Norrland","226 Dentists","16-24 years","men",1
"SE08 Upper Norrland","226 Dentists","16-24 years","women",2
"SE08 Upper Norrland","226 Dentists","25-29 years","men",16
"SE08 Upper Norrland","226 Dentists","25-29 years","women",29
"SE08 Upper Norrland","226 Dentists","30-34 years","men",17
"SE08 Upper Norrland","226 Dentists","30-34 years","women",50
"SE08 Upper Norrland","226 Dentists","35-39 years","men",17
"SE08 Upper Norrland","226 Dentists","35-39 years","women",50
"SE08 Upper Norrland","226 Dentists","40-44 years","men",16
"SE08 Upper Norrland","226 Dentists","40-44 years","women",29
"SE08 Upper Norrland","226 Dentists","45-49 years","men",9
"SE08 Upper Norrland","226 Dentists","45-49 years","women",18
"SE08 Upper Norrland","226 Dentists","50-54 years","men",11
"SE08 Upper Norrland","226 Dentists","50-54 years","women",25
"SE08 Upper Norrland","226 Dentists","55-59 years","men",17
"SE08 Upper Norrland","226 Dentists","55-59 years","women",24
"SE08 Upper Norrland","226 Dentists","60-64 years","men",30
"SE08 Upper Norrland","226 Dentists","60-64 years","women",33
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","16-24 years","men",10
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","16-24 years","women",18
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","25-29 years","men",27
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","25-29 years","women",102
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","30-34 years","men",25
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","30-34 years","women",146
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","35-39 years","men",16
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","35-39 years","women",115
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","40-44 years","men",26
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","40-44 years","women",142
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","45-49 years","men",32
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","45-49 years","women",134
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","50-54 years","men",22
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","50-54 years","women",183
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","55-59 years","men",32
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","55-59 years","women",119
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","60-64 years","men",40
"SE08 Upper Norrland","227 Naprapaths, physiotherapists, occupational therapists","60-64 years","women",123
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","16-24 years","men",1
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","16-24 years","women",9
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","25-29 years","men",11
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","25-29 years","women",35
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","30-34 years","men",4
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","30-34 years","women",51
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","35-39 years","men",12
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","35-39 years","women",74
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","40-44 years","men",8
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","40-44 years","women",58
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","45-49 years","men",9
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","45-49 years","women",65
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","50-54 years","men",9
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","50-54 years","women",66
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","55-59 years","men",16
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","55-59 years","women",52
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","60-64 years","men",4
"SE08 Upper Norrland","228 Specialists in health care not elsewhere classified","60-64 years","women",42
"SE08 Upper Norrland","231 University and higher education teachers","16-24 years","men",19
"SE08 Upper Norrland","231 University and higher education teachers","16-24 years","women",22
"SE08 Upper Norrland","231 University and higher education teachers","25-29 years","men",187
"SE08 Upper Norrland","231 University and higher education teachers","25-29 years","women",146
"SE08 Upper Norrland","231 University and higher education teachers","30-34 years","men",282
