"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"4-5 private sector","235 Teaching professionals not elsewhere classified","women","post-secondary education, less than 3 years (ISCED97 4+5B)",29700,27500,29400,33000,31400
"4-5 private sector","235 Teaching professionals not elsewhere classified","women","post-secondary education 3 years or more (ISCED97 5A)",33000,33800,32300,35500,35600
"4-5 private sector","235 Teaching professionals not elsewhere classified","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","235 Teaching professionals not elsewhere classified","women","no information about level of educational attainment",..,..,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","upper secondary education, 2 years or less (ISCED97 3C)",36800,46400,50000,47600,47700
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","upper secondary education 3 years (ISCED97 3A)",47400,46600,50700,53400,58100
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",49000,48200,47800,49100,51500
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","post-secondary education 3 years or more (ISCED97 5A)",51600,53600,55200,59500,56300
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","post-graduate education (ISCED97 6)",..,73600,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","men","no information about level of educational attainment",..,..,59400,55500,53800
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","upper secondary education, 2 years or less (ISCED97 3C)",37400,36200,40600,37800,41700
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","upper secondary education 3 years (ISCED97 3A)",37400,39400,40200,41600,43000
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",38600,39900,41300,43600,42100
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","post-secondary education 3 years or more (ISCED97 5A)",42900,43800,44300,46300,46100
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","241 Accountants, financial analysts and fund managers","women","no information about level of educational attainment",..,..,..,50700,..
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","primary and secondary education 9-10 years (ISCED97 2)",43400,43400,40400,40300,41300
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","upper secondary education, 2 years or less (ISCED97 3C)",40600,40800,43400,40000,43400
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","upper secondary education 3 years (ISCED97 3A)",42400,41100,43200,48500,44600
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",43300,42800,47500,44400,46100
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","post-secondary education 3 years or more (ISCED97 5A)",49400,50100,50200,51700,53300
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","post-graduate education (ISCED97 6)",59000,57300,60100,66600,54900
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men","no information about level of educational attainment",..,..,..,..,64200
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","primary and secondary education 9-10 years (ISCED97 2)",34100,37700,31600,..,34200
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","upper secondary education, 2 years or less (ISCED97 3C)",37900,35700,36300,38800,41700
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","upper secondary education 3 years (ISCED97 3A)",38200,37000,37400,38600,40600
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",40300,41800,40700,39800,41800
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","post-secondary education 3 years or more (ISCED97 5A)",41100,42200,43900,43900,45900
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","post-graduate education (ISCED97 6)",56600,54400,52700,47600,..
"4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women","no information about level of educational attainment",..,..,..,46600,50600
"4-5 private sector","243 Marketing and public relations professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","243 Marketing and public relations professionals","men","primary and secondary education 9-10 years (ISCED97 2)",41700,42500,..,..,38400
"4-5 private sector","243 Marketing and public relations professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",42300,41200,39800,42400,43600
"4-5 private sector","243 Marketing and public relations professionals","men","upper secondary education 3 years (ISCED97 3A)",44000,43300,43800,40900,39600
"4-5 private sector","243 Marketing and public relations professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",42600,44000,40100,42400,44200
"4-5 private sector","243 Marketing and public relations professionals","men","post-secondary education 3 years or more (ISCED97 5A)",46500,48700,46500,46200,49800
"4-5 private sector","243 Marketing and public relations professionals","men","post-graduate education (ISCED97 6)",..,..,51900,..,..
"4-5 private sector","243 Marketing and public relations professionals","men","no information about level of educational attainment",..,..,52100,..,57800
"4-5 private sector","243 Marketing and public relations professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","243 Marketing and public relations professionals","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"4-5 private sector","243 Marketing and public relations professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",38700,32700,35700,39900,40400
"4-5 private sector","243 Marketing and public relations professionals","women","upper secondary education 3 years (ISCED97 3A)",37000,35500,35600,39200,39400
"4-5 private sector","243 Marketing and public relations professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",38900,38300,37500,38800,40300
"4-5 private sector","243 Marketing and public relations professionals","women","post-secondary education 3 years or more (ISCED97 5A)",40700,41400,40700,42200,43000
"4-5 private sector","243 Marketing and public relations professionals","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"4-5 private sector","243 Marketing and public relations professionals","women","no information about level of educational attainment",..,43700,..,..,51300
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,39700,48200,44200,43400
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","upper secondary education, 2 years or less (ISCED97 3C)",41000,42700,43800,43600,44800
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","upper secondary education 3 years (ISCED97 3A)",41200,44300,43200,42800,44500
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",41000,42100,43300,42900,44200
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","post-secondary education 3 years or more (ISCED97 5A)",43400,44100,45400,45200,46800
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","post-graduate education (ISCED97 6)",47200,48400,54300,50800,55800
"4-5 private sector","251 ICT architects, systems analysts and test managers","men","no information about level of educational attainment",43300,..,47700,46500,46200
"4-5 private sector","251 ICT architects, systems analysts and test managers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"4-5 private sector","251 ICT architects, systems analysts and test managers","women","primary and secondary education 9-10 years (ISCED97 2)",40100,36400,41000,41000,45300
