"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"4-5 private sector","222 Nursing professionals","men","55-64 years",38600,41600,40200,45900,49700
"4-5 private sector","222 Nursing professionals","men","65-66 years",..,..,..,..,..
"4-5 private sector","222 Nursing professionals","women","18-24 years",29000,27800,30400,31000,..
"4-5 private sector","222 Nursing professionals","women","25-34 years",31500,33100,34600,38500,40900
"4-5 private sector","222 Nursing professionals","women","35-44 years",35000,35300,36800,42800,44900
"4-5 private sector","222 Nursing professionals","women","45-54 years",36100,37600,38000,41400,46000
"4-5 private sector","222 Nursing professionals","women","55-64 years",36300,37800,39400,44200,46000
"4-5 private sector","222 Nursing professionals","women","65-66 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","men","18-24 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","men","25-34 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","men","35-44 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","men","45-54 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","men","55-64 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","men","65-66 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","women","18-24 years",..,..,..,..,..
"4-5 private sector","223 Nursing professionals (cont.)","women","25-34 years",30300,31900,33000,34100,34900
"4-5 private sector","223 Nursing professionals (cont.)","women","35-44 years",32600,35200,33700,36800,40000
"4-5 private sector","223 Nursing professionals (cont.)","women","45-54 years",33800,35100,35500,36700,39000
"4-5 private sector","223 Nursing professionals (cont.)","women","55-64 years",34700,35900,36700,36500,40400
"4-5 private sector","223 Nursing professionals (cont.)","women","65-66 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","men","18-24 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","men","25-34 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","men","35-44 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","men","45-54 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","men","55-64 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","men","65-66 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","women","18-24 years",..,..,..,..,..
"4-5 private sector","224 Psychologists and psychotherapists","women","25-34 years",..,33700,36200,36400,37000
"4-5 private sector","224 Psychologists and psychotherapists","women","35-44 years",34700,38900,37300,..,36200
"4-5 private sector","224 Psychologists and psychotherapists","women","45-54 years",..,36700,..,39700,43100
"4-5 private sector","224 Psychologists and psychotherapists","women","55-64 years",42500,37800,35900,35100,..
"4-5 private sector","224 Psychologists and psychotherapists","women","65-66 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","men","18-24 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","men","25-34 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","men","35-44 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","men","45-54 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","men","55-64 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","men","65-66 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","women","18-24 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","women","25-34 years",35100,34200,35800,40400,38800
"4-5 private sector","225 Veterinarians","women","35-44 years",41800,39600,41100,42400,40800
"4-5 private sector","225 Veterinarians","women","45-54 years",46000,..,47200,48600,48600
"4-5 private sector","225 Veterinarians","women","55-64 years",..,..,..,..,..
"4-5 private sector","225 Veterinarians","women","65-66 years",..,..,..,..,..
"4-5 private sector","226 Dentists","men","18-24 years",..,..,..,..,..
"4-5 private sector","226 Dentists","men","25-34 years",36100,37700,36400,44000,37800
"4-5 private sector","226 Dentists","men","35-44 years",..,45700,46500,50100,48800
"4-5 private sector","226 Dentists","men","45-54 years",..,..,..,..,..
"4-5 private sector","226 Dentists","men","55-64 years",..,..,..,..,57500
"4-5 private sector","226 Dentists","men","65-66 years",..,..,..,..,..
"4-5 private sector","226 Dentists","women","18-24 years",..,..,..,..,..
"4-5 private sector","226 Dentists","women","25-34 years",35700,35100,36300,36300,37600
"4-5 private sector","226 Dentists","women","35-44 years",43500,43000,..,43800,41900
"4-5 private sector","226 Dentists","women","45-54 years",46300,40900,44200,49000,53200
"4-5 private sector","226 Dentists","women","55-64 years",48000,45200,50100,50500,53900
"4-5 private sector","226 Dentists","women","65-66 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men","18-24 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men","25-34 years",27900,27400,26400,28600,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men","35-44 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men","45-54 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men","55-64 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men","65-66 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women","18-24 years",..,..,..,..,..
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women","25-34 years",29600,27400,28000,29200,31600
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women","35-44 years",30400,30300,31700,31800,33800
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women","45-54 years",30900,31300,32000,32700,34000
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women","55-64 years",31700,31700,30700,34700,34100
"4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women","65-66 years",..,..,..,..,..
"4-5 private sector","228 Specialists in health care not elsewhere classified","men","18-24 years",..,..,..,..,..
"4-5 private sector","228 Specialists in health care not elsewhere classified","men","25-34 years",..,32100,34300,37100,37400
"4-5 private sector","228 Specialists in health care not elsewhere classified","men","35-44 years",..,..,36200,39000,39300
"4-5 private sector","228 Specialists in health care not elsewhere classified","men","45-54 years",..,..,..,39800,36900
"4-5 private sector","228 Specialists in health care not elsewhere classified","men","55-64 years",..,..,..,..,..
"4-5 private sector","228 Specialists in health care not elsewhere classified","men","65-66 years",..,..,..,..,..
"4-5 private sector","228 Specialists in health care not elsewhere classified","women","18-24 years",..,..,..,32100,32200
"4-5 private sector","228 Specialists in health care not elsewhere classified","women","25-34 years",33000,29400,32400,33200,34900
"4-5 private sector","228 Specialists in health care not elsewhere classified","women","35-44 years",34100,34600,34700,35600,36900
"4-5 private sector","228 Specialists in health care not elsewhere classified","women","45-54 years",34600,37800,35000,36900,37700
"4-5 private sector","228 Specialists in health care not elsewhere classified","women","55-64 years",36900,38000,37300,39300,40700
"4-5 private sector","228 Specialists in health care not elsewhere classified","women","65-66 years",..,..,..,..,..
"4-5 private sector","231 University and higher education teachers","men","18-24 years",..,..,..,..,..
"4-5 private sector","231 University and higher education teachers","men","25-34 years",31500,31600,32300,33000,33700
"4-5 private sector","231 University and higher education teachers","men","35-44 years",45000,44600,44700,46900,47800
"4-5 private sector","231 University and higher education teachers","men","45-54 years",54700,54800,55600,56600,56300
"4-5 private sector","231 University and higher education teachers","men","55-64 years",56100,56400,58300,59900,61800
"4-5 private sector","231 University and higher education teachers","men","65-66 years",..,..,..,..,..
"4-5 private sector","231 University and higher education teachers","women","18-24 years",..,..,..,21900,..
"4-5 private sector","231 University and higher education teachers","women","25-34 years",30000,29900,30700,31800,32800
"4-5 private sector","231 University and higher education teachers","women","35-44 years",40100,39400,39000,42300,44000
"4-5 private sector","231 University and higher education teachers","women","45-54 years",45500,44000,44900,47200,49000
"4-5 private sector","231 University and higher education teachers","women","55-64 years",..,..,..,..,..
"4-5 private sector","231 University and higher education teachers","women","65-66 years",..,..,..,..,..
"4-5 private sector","232 Vocational education teachers","men","18-24 years",..,..,..,..,..
"4-5 private sector","232 Vocational education teachers","men","25-34 years",..,..,..,..,..
"4-5 private sector","232 Vocational education teachers","men","35-44 years",30600,32900,32700,32900,33600
"4-5 private sector","232 Vocational education teachers","men","45-54 years",31300,32200,32500,31200,33700
"4-5 private sector","232 Vocational education teachers","men","55-64 years",35500,35500,35800,36400,35100
"4-5 private sector","232 Vocational education teachers","men","65-66 years",..,..,..,..,..
"4-5 private sector","232 Vocational education teachers","women","18-24 years",..,..,..,..,..
"4-5 private sector","232 Vocational education teachers","women","25-34 years",..,..,29500,30300,31200
"4-5 private sector","232 Vocational education teachers","women","35-44 years",30000,32100,31900,32300,33100
