"occupational group (SSYK)","age","sex","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"611 Market gardeners and crop growers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"611 Market gardeners and crop growers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"612 Animal producers and related workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,20600,23700,..
"712 Building frame and related trades workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,33200,29100,..
"712 Building frame and related trades workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,26200,..,..
"712 Building frame and related trades workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,29100,28400,28900,..
"712 Building frame and related trades workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,27400,31500,31700,..
"712 Building frame and related trades workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","45-49 years","men",..,..,..,..,..,..,..,..,..,29400,28300,28300,31100,35000
"712 Building frame and related trades workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,27500,31000,29500,31100
"712 Building frame and related trades workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","55-59 years","men",..,..,19400,24100,23500,..,..,..,..,..,25700,28800,28800,27100
"712 Building frame and related trades workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"712 Building frame and related trades workers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,27400,29500,..
"712 Building frame and related trades workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","30-34 years","men",..,..,..,..,..,..,..,21100,22900,..,27900,26400,..,..
"713 Building finishers and related trades workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","35-39 years","men",..,..,..,21600,22300,24600,25400,25400,25000,27600,27100,28900,30800,30000
"713 Building finishers and related trades workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","40-44 years","men",..,..,22600,23800,23300,25200,24800,26900,28900,28200,28600,28900,30200,30400
"713 Building finishers and related trades workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","45-49 years","men",..,..,21800,..,22300,23500,24900,26700,26900,25000,27100,..,34500,33200
"713 Building finishers and related trades workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","50-54 years","men",21900,20900,21000,21200,23200,22300,22500,25100,26500,26600,28700,29900,30900,29100
"713 Building finishers and related trades workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","55-59 years","men",..,..,20600,21500,21700,24900,26000,24400,25400,26400,27000,32200,29600,30500
"713 Building finishers and related trades workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"713 Building finishers and related trades workers","60-64 years","men",..,..,..,..,23900,23100,26400,26000,24000,25300,28400,26400,26600,27400
"713 Building finishers and related trades workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"714 Painters, building structure cleaners and related trades workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","45-49 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","50-54 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","50-54 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","55-59 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","55-59 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","60-64 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","60-64 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","18-24 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","18-24 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","25-29 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","25-29 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","30-34 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","30-34 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","35-39 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","35-39 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","40-44 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","40-44 years","women",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"722 Blacksmiths, tool-makers and related trades workers","45-49 years","men",..,..,..,..,..,..,..,..,..,..,..,..,..,..
