"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE33 Upper Norrland","0 all sectors","311 Physical and engineering science technicians","men",23800,25300,26000,27200,27800,28600,30200,31100,32100,33400,33500
"SE33 Upper Norrland","0 all sectors","311 Physical and engineering science technicians","women",20800,22400,23300,24300,24800,27100,27900,28300,28800,30400,31200
"SE33 Upper Norrland","0 all sectors","312 Computer associate professionals","men",23100,24900,25100,26100,26900,27500,28200,28000,27900,31400,29600
"SE33 Upper Norrland","0 all sectors","312 Computer associate professionals","women",22200,22900,23100,24000,24500,24100,27500,28200,27700,26000,27500
"SE33 Upper Norrland","0 all sectors","313 Optical and electronic equipment operators","men",22300,23400,24400,22700,23500,25300,27000,27100,29400,25700,..
"SE33 Upper Norrland","0 all sectors","313 Optical and electronic equipment operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","314 Ship and aircraft controllers and technicians","men",32500,30100,..,35000,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","314 Ship and aircraft controllers and technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","315 Safety and quality inspectors","men",24600,23900,25100,25400,26500,27900,31000,29000,30300,30600,31200
"SE33 Upper Norrland","0 all sectors","315 Safety and quality inspectors","women",..,..,..,..,..,..,..,..,..,..,32700
"SE33 Upper Norrland","0 all sectors","321 Agronomy and forestry technicians","men",22300,23300,24200,25200,27600,27700,29000,29600,30500,30600,31900
"SE33 Upper Norrland","0 all sectors","321 Agronomy and forestry technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","322 Health associate professionals (except nursing)","men",22100,22900,23900,26100,24300,26000,27600,26500,29700,28000,27900
"SE33 Upper Norrland","0 all sectors","322 Health associate professionals (except nursing)","women",21700,22400,23300,23000,23200,24300,25000,25900,25600,27600,27900
"SE33 Upper Norrland","0 all sectors","323 Nursing associate professionals","men",23000,23900,24300,24600,25200,27100,27500,27900,28400,29000,30500
"SE33 Upper Norrland","0 all sectors","323 Nursing associate professionals","women",22600,23600,24500,24300,24900,26500,27100,27800,28200,28900,30100
"SE33 Upper Norrland","0 all sectors","324 Life science technicians","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","324 Life science technicians","women",20900,21400,22300,22500,23300,24900,25500,26000,26400,27200,28300
"SE33 Upper Norrland","0 all sectors","331 Pre-primary education teaching associate professionals","men",18500,19300,20000,20500,21400,22300,23100,23500,23900,23600,24600
"SE33 Upper Norrland","0 all sectors","331 Pre-primary education teaching associate professionals","women",19100,19700,20500,21000,21800,22600,23600,23900,24200,24300,25600
"SE33 Upper Norrland","0 all sectors","332 Other teaching associate professionals","men",21500,..,..,..,..,..,..,..,25900,25800,27400
"SE33 Upper Norrland","0 all sectors","332 Other teaching associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","341 Finance and sales associate professionals","men",25300,27500,29400,29400,30400,31000,32700,31700,32800,34300,33800
"SE33 Upper Norrland","0 all sectors","341 Finance and sales associate professionals","women",20700,23000,24000,24500,25100,26200,26400,27200,27400,28200,28800
"SE33 Upper Norrland","0 all sectors","342 Business services agents and trade brokers","men",23600,25300,25200,25200,25900,25600,24300,28100,28200,29200,28400
"SE33 Upper Norrland","0 all sectors","342 Business services agents and trade brokers","women",22000,22000,21900,22500,24100,23900,25600,25800,26800,27300,28100
"SE33 Upper Norrland","0 all sectors","343 Administrative associate professionals","men",22400,21100,22400,23900,25000,28800,27500,27100,27100,25700,30200
"SE33 Upper Norrland","0 all sectors","343 Administrative associate professionals","women",18900,19800,21300,22000,22700,23300,24300,24500,26100,25700,27700
"SE33 Upper Norrland","0 all sectors","344 Customs, tax and related government associate professionals","men",22700,22900,21400,23400,24400,25100,28400,28000,27100,27600,28900
"SE33 Upper Norrland","0 all sectors","344 Customs, tax and related government associate professionals","women",18800,19500,19300,21200,22000,22700,23800,24200,24800,25400,26000
"SE33 Upper Norrland","0 all sectors","345 Police officers and detectives","men",25800,25800,24600,25200,25900,26500,27200,27300,27500,28900,29200
"SE33 Upper Norrland","0 all sectors","345 Police officers and detectives","women",..,23700,23000,23900,24400,25100,25900,25700,26100,27400,28300
"SE33 Upper Norrland","0 all sectors","346 Social work associate professionals","men",19100,20700,20500,21200,20900,22000,22600,23200,23800,24400,26200
"SE33 Upper Norrland","0 all sectors","346 Social work associate professionals","women",19000,20200,20700,19900,21200,22300,22300,23500,24100,25200,25300
"SE33 Upper Norrland","0 all sectors","347 Artistic, entertainment and sports associate professionals","men",..,..,..,..,..,29900,29900,..,..,..,..
"SE33 Upper Norrland","0 all sectors","347 Artistic, entertainment and sports associate professionals","women",..,..,..,..,..,22200,22300,23700,25300,26200,28100
"SE33 Upper Norrland","0 all sectors","348 Religious associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","348 Religious associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","411 Office secretaries and data entry operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","411 Office secretaries and data entry operators","women",18500,19400,20900,20200,20700,21300,22200,22600,23400,23900,24600
"SE33 Upper Norrland","0 all sectors","412 Numerical clerks","men",20100,..,..,22600,24300,26100,26800,25200,..,..,..
"SE33 Upper Norrland","0 all sectors","412 Numerical clerks","women",19600,20000,20300,21500,22000,22400,23000,24000,24800,23700,24600
"SE33 Upper Norrland","0 all sectors","413 Stores and transport clerks","men",19600,20500,19400,22100,23100,25400,24900,25300,25400,25700,27800
"SE33 Upper Norrland","0 all sectors","413 Stores and transport clerks","women",18600,18600,18300,21700,22200,23000,23800,24400,23900,24700,25800
"SE33 Upper Norrland","0 all sectors","414 Library and filing clerks","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","414 Library and filing clerks","women",16900,17500,18000,18600,19100,19800,20700,21300,22100,22500,23000
"SE33 Upper Norrland","0 all sectors","415 Mail carriers and sorting clerks","men",18100,..,..,..,..,..,21000,21700,22500,23400,23300
"SE33 Upper Norrland","0 all sectors","415 Mail carriers and sorting clerks","women",17500,..,..,..,..,..,20800,21500,22200,22900,22700
"SE33 Upper Norrland","0 all sectors","419 Other office clerks","men",20300,20600,20300,21100,22000,23100,22400,24100,24000,23900,24600
"SE33 Upper Norrland","0 all sectors","419 Other office clerks","women",18900,19200,19000,20200,21300,21800,22300,23100,23600,24200,24500
"SE33 Upper Norrland","0 all sectors","421 Cashiers, tellers and related clerks","men",17900,19500,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","421 Cashiers, tellers and related clerks","women",19000,18000,18000,20000,21200,22800,22200,23700,24000,26700,24200
"SE33 Upper Norrland","0 all sectors","422 Client information clerks","men",17000,17900,..,20000,19100,20000,21100,21800,21100,21700,22800
"SE33 Upper Norrland","0 all sectors","422 Client information clerks","women",17700,17700,18400,19200,19600,20300,20700,21700,21900,22000,23400
"SE33 Upper Norrland","0 all sectors","511 Travel attendants and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","511 Travel attendants and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","512 Housekeeping and restaurant services workers","men",15200,18300,19600,19800,18900,18800,20700,21700,23000,24100,23900
"SE33 Upper Norrland","0 all sectors","512 Housekeeping and restaurant services workers","women",16200,17400,18400,18300,18200,19900,20600,21700,22500,23100,22800
"SE33 Upper Norrland","0 all sectors","513 Personal care and related workers","men",17700,18200,18900,19700,19300,21200,22000,22600,22700,23400,23700
"SE33 Upper Norrland","0 all sectors","513 Personal care and related workers","women",18200,18700,19300,19900,19700,21400,22300,22800,23100,23600,24000
"SE33 Upper Norrland","0 all sectors","514 Other personal services workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","514 Other personal services workers","women",18400,19400,19500,21100,21500,22300,23000,26600,26000,24200,23900
"SE33 Upper Norrland","0 all sectors","515 Protective services workers","men",20600,20900,22000,22400,23400,23600,23800,25000,26600,27400,28100
"SE33 Upper Norrland","0 all sectors","515 Protective services workers","women",19800,18800,20200,21100,21300,21700,21800,22900,24400,23900,24400
"SE33 Upper Norrland","0 all sectors","521 Fashion and other models","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","521 Fashion and other models","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","522 Shop and stall salespersons and demonstrators","men",18100,18900,19700,20700,21700,23200,25100,23800,23800,26200,26500
"SE33 Upper Norrland","0 all sectors","522 Shop and stall salespersons and demonstrators","women",17900,18400,19400,20400,21000,21900,23300,23400,23800,24900,25500
"SE33 Upper Norrland","0 all sectors","611 Market gardeners and crop growers","men",17700,19000,19500,..,20800,20800,20400,21500,21500,20700,23900
"SE33 Upper Norrland","0 all sectors","611 Market gardeners and crop growers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","612 Animal producers and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","612 Animal producers and related workers","women",..,..,..,..,..,..,..,..,..,21700,..
"SE33 Upper Norrland","0 all sectors","613 Crop and animal producers","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","613 Crop and animal producers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","614 Forestry and related workers","men",18900,20600,23100,22300,21600,22600,24700,24900,24000,25200,26400
"SE33 Upper Norrland","0 all sectors","614 Forestry and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","615 Fishery workers, hunters and trappers","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","615 Fishery workers, hunters and trappers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","711 Miners, shot firers, stonecutters and carvers","men",25500,25500,26200,27900,29200,30400,32400,33500,33900,35800,37200
"SE33 Upper Norrland","0 all sectors","711 Miners, shot firers, stonecutters and carvers","women",..,..,..,..,..,..,..,..,..,33000,..
"SE33 Upper Norrland","0 all sectors","712 Building frame and related trades workers","men",22100,22800,23400,23900,25100,26100,27100,26600,28300,28600,29500
"SE33 Upper Norrland","0 all sectors","712 Building frame and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","713 Building finishers and related trades workers","men",20300,20900,21500,21900,22900,23900,24700,25800,25100,26000,26800
"SE33 Upper Norrland","0 all sectors","713 Building finishers and related trades workers","women",..,18100,18600,19100,19700,..,22500,..,23900,25300,24900
"SE33 Upper Norrland","0 all sectors","714 Painters, building structure cleaners and related trades workers","men",22000,19300,21700,24200,23000,..,..,24200,..,26000,24800
"SE33 Upper Norrland","0 all sectors","714 Painters, building structure cleaners and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","men",20800,20800,22300,23000,23900,25400,24900,26000,25900,27400,29800
"SE33 Upper Norrland","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",22300,..,21700,..,..,22900,23500,..,28200,29100,29400
"SE33 Upper Norrland","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","723 Machinery mechanics and fitters","men",20000,21000,21900,22900,24800,24600,25600,25200,26900,27700,27700
"SE33 Upper Norrland","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",22400,22800,23600,24500,24600,25600,27300,28500,29200,30800,31000
"SE33 Upper Norrland","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","731 Precision workers in metal and related materials","men",..,..,21700,23500,23500,25900,26700,24000,28400,29800,30300
"SE33 Upper Norrland","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,..,..,..,..
