"occuptional  (SSYK 2012)","age","sex","2014","2015","2016","2017","2018"
"422 Client information clerks","55-59 years","men",30700,30700,29800,31700,32500
"422 Client information clerks","55-59 years","women",26800,27800,27300,28800,28700
"422 Client information clerks","60-64 years","men",30200,29700,30200,26300,32800
"422 Client information clerks","60-64 years","women",26700,28100,28900,28400,29500
"422 Client information clerks","65-66 years","men",..,..,..,..,..
"422 Client information clerks","65-66 years","women",..,27500,26200,..,28800
"432 Stores and transport clerks","18-24 years","men",..,..,..,..,..
"432 Stores and transport clerks","18-24 years","women",..,..,..,..,..
"432 Stores and transport clerks","25-29 years","men",..,..,..,..,..
"432 Stores and transport clerks","25-29 years","women",..,..,..,..,..
"432 Stores and transport clerks","30-34 years","men",..,..,..,..,..
"432 Stores and transport clerks","30-34 years","women",..,..,..,..,..
"432 Stores and transport clerks","35-39 years","men",..,..,..,..,..
"432 Stores and transport clerks","35-39 years","women",..,..,..,..,..
"432 Stores and transport clerks","40-44 years","men",..,..,..,..,..
"432 Stores and transport clerks","40-44 years","women",..,..,..,..,..
"432 Stores and transport clerks","45-49 years","men",..,..,..,..,..
"432 Stores and transport clerks","45-49 years","women",..,..,..,..,..
"432 Stores and transport clerks","50-54 years","men",..,..,..,..,..
"432 Stores and transport clerks","50-54 years","women",..,..,..,..,..
"432 Stores and transport clerks","55-59 years","men",..,..,..,..,..
"432 Stores and transport clerks","55-59 years","women",..,..,..,..,..
"432 Stores and transport clerks","60-64 years","men",..,..,..,..,..
"432 Stores and transport clerks","60-64 years","women",..,..,..,..,..
"432 Stores and transport clerks","65-66 years","men",..,..,..,..,..
"432 Stores and transport clerks","65-66 years","women",..,..,..,..,..
"441 Library and filing clerks","18-24 years","men",..,..,..,..,..
"441 Library and filing clerks","18-24 years","women",..,..,..,..,..
"441 Library and filing clerks","25-29 years","men",..,..,..,..,..
"441 Library and filing clerks","25-29 years","women",..,..,..,..,..
"441 Library and filing clerks","30-34 years","men",..,..,..,..,..
"441 Library and filing clerks","30-34 years","women",..,..,..,..,..
"441 Library and filing clerks","35-39 years","men",..,..,..,..,..
"441 Library and filing clerks","35-39 years","women",..,..,..,..,..
"441 Library and filing clerks","40-44 years","men",..,..,..,..,..
"441 Library and filing clerks","40-44 years","women",..,..,..,..,..
"441 Library and filing clerks","45-49 years","men",..,..,..,..,..
"441 Library and filing clerks","45-49 years","women",..,..,..,..,..
"441 Library and filing clerks","50-54 years","men",..,..,..,..,..
"441 Library and filing clerks","50-54 years","women",..,..,..,..,..
"441 Library and filing clerks","55-59 years","men",..,..,..,..,..
"441 Library and filing clerks","55-59 years","women",..,..,..,..,..
"441 Library and filing clerks","60-64 years","men",..,..,..,..,..
"441 Library and filing clerks","60-64 years","women",..,..,..,..,..
"441 Library and filing clerks","65-66 years","men",..,..,..,..,..
"441 Library and filing clerks","65-66 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","18-24 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","18-24 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","25-29 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","25-29 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","30-34 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","30-34 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","35-39 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","35-39 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","40-44 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","40-44 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","45-49 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","45-49 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","50-54 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","50-54 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","55-59 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","55-59 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","60-64 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","60-64 years","women",..,..,..,..,..
"442 Postmen and postal facility workers","65-66 years","men",..,..,..,..,..
"442 Postmen and postal facility workers","65-66 years","women",..,..,..,..,..
"443 Elected representatives","18-24 years","men",..,..,..,..,..
"443 Elected representatives","18-24 years","women",..,..,..,..,..
"443 Elected representatives","25-29 years","men",..,..,..,..,..
"443 Elected representatives","25-29 years","women",..,..,..,..,..
"443 Elected representatives","30-34 years","men",..,..,..,..,..
"443 Elected representatives","30-34 years","women",..,..,..,..,..
"443 Elected representatives","35-39 years","men",..,..,..,..,..
"443 Elected representatives","35-39 years","women",..,..,..,..,..
"443 Elected representatives","40-44 years","men",..,..,..,..,..
"443 Elected representatives","40-44 years","women",..,..,..,..,..
"443 Elected representatives","45-49 years","men",..,..,..,..,..
"443 Elected representatives","45-49 years","women",..,..,..,..,..
"443 Elected representatives","50-54 years","men",..,..,..,..,..
"443 Elected representatives","50-54 years","women",..,..,..,..,..
"443 Elected representatives","55-59 years","men",..,..,..,..,..
"443 Elected representatives","55-59 years","women",..,..,..,..,..
"443 Elected representatives","60-64 years","men",..,..,..,..,..
"443 Elected representatives","60-64 years","women",..,..,..,..,..
"443 Elected representatives","65-66 years","men",..,..,..,..,..
"443 Elected representatives","65-66 years","women",..,..,..,..,..
"511 Cabin crew, guides and related workers","18-24 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","18-24 years","women",..,..,20700,21300,25100
"511 Cabin crew, guides and related workers","25-29 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","25-29 years","women",23300,..,21800,25100,22800
"511 Cabin crew, guides and related workers","30-34 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","30-34 years","women",..,..,26500,22700,22700
"511 Cabin crew, guides and related workers","35-39 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","35-39 years","women",28300,..,..,28600,28600
"511 Cabin crew, guides and related workers","40-44 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","40-44 years","women",31300,31800,29400,31800,29800
"511 Cabin crew, guides and related workers","45-49 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","45-49 years","women",35200,33400,32700,31200,31600
"511 Cabin crew, guides and related workers","50-54 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","50-54 years","women",33200,40100,34000,32900,32200
"511 Cabin crew, guides and related workers","55-59 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","55-59 years","women",34300,31100,35800,34600,31700
"511 Cabin crew, guides and related workers","60-64 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","60-64 years","women",..,..,33800,34400,32200
"511 Cabin crew, guides and related workers","65-66 years","men",..,..,..,..,..
"511 Cabin crew, guides and related workers","65-66 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","18-24 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","18-24 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","25-29 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","25-29 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","30-34 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","30-34 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","35-39 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","35-39 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","40-44 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","40-44 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","45-49 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","45-49 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","50-54 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","50-54 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","55-59 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","55-59 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","60-64 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","60-64 years","women",..,..,..,..,..
"512 Cooks and cold-buffet managers","65-66 years","men",..,..,..,..,..
"512 Cooks and cold-buffet managers","65-66 years","women",..,..,..,..,..
"513 Waiters and bartenders","18-24 years","men",..,..,..,..,..
"513 Waiters and bartenders","18-24 years","women",..,..,..,..,..
"513 Waiters and bartenders","25-29 years","men",..,..,..,..,..
"513 Waiters and bartenders","25-29 years","women",..,..,..,..,..
"513 Waiters and bartenders","30-34 years","men",..,..,..,..,..
"513 Waiters and bartenders","30-34 years","women",..,..,..,..,..
"513 Waiters and bartenders","35-39 years","men",..,..,..,..,..
"513 Waiters and bartenders","35-39 years","women",..,..,..,..,..
"513 Waiters and bartenders","40-44 years","men",..,..,..,..,..
"513 Waiters and bartenders","40-44 years","women",..,..,..,..,..
"513 Waiters and bartenders","45-49 years","men",..,..,..,..,..
"513 Waiters and bartenders","45-49 years","women",..,..,..,..,..
